text,date
very grateful for the people of vietnam and their generosity during this time. thank you! https://t.co/mbnyzfmmhe,2020-04-10 08:38:31-04:00
"who director says politicizing covid19 leads to 'body bags,' but he was accused of covering up epidemics in ethiopia   https://t.co/1qu9yv2k6v",2020-04-10 08:37:34-04:00
"former flynn defense counsel covington and burling 'just now found additional docs' in flynn file - sara a. carter  “we are really looking forward to a hearing in court on all the issues that will exonerate general flynn,” ⁦@sidneypowell1⁩    https://t.co/lrfmah5wqy",2020-04-10 08:37:17-04:00
"#trump #coronavirus campaign ad features joe biden cheerleading for china  “during america’s #crisis,biden protected #china’s feelings”  #biden:“it is in our self-interest that china continue to prosper”  https://t.co/igetmi4jfq  #qanon #qanon2018 #qanon2020 #democratshateamerica https://t.co/mfjsrgiis7",2020-04-10 08:29:51-04:00
"@realdailywire if trump is tied with biden, it probably actually means he is 10 points ahead.",2020-04-10 08:28:13-04:00
"congress must go back to deductibility by businesses if restaurants, clubs &amp; entertaiment is expected to flourish (like never before)!",2020-04-10 07:48:26-04:00
"democrats are blocking a 251 billion dollar funding boost for small businesses which will help them keep their employees. it should be for only that reason, with no additions. we should have a big infrastructure phase four with payroll tax cuts &amp; more. big economic bounceback!",2020-04-10 07:32:26-04:00
"this week, in only 4 days, we had the biggest stock market increase since 1974. we have a great chance for the really big bounce when the invisible enemy is gone!",2020-04-10 07:30:20-04:00
"bernie sanders gives up on the nomination but is determined to force joe biden leftward—making him unelectable in the process, writes @kimstrassel https://t.co/zsnf1r4ih6 via @wsj",2020-04-10 01:18:45-04:00
"prime minister boris johnson has been moved out of intensive care but remains in hospital, downing street says https://t.co/2z60qkpztc",2020-04-10 01:15:54-04:00
@ingrahamangle if you continue to have loud mouth low iq chris hahn on your show you’re going to loose me and many other faithful viewers.,2020-04-10 01:15:05-04:00
"“president trump’s campaign remains at the forefront of digital campaigning and engagement…sleepy joe’s broadcasts, which include the candidate himself, are nowhere near those numbers regularly.”—@erinmperrine https://t.co/g4xuqzmiij",2020-04-10 01:09:37-04:00
must read op-ed from @lizrnc: isn’t it strange how every democrat proposal for voting during a pandemic is exactly what democrats called for before we had ever heard of #coronavirus?  https://t.co/zmvr9kvrzw,2020-04-10 01:08:58-04:00
"""our goal is - first, second and third - to get relief to people who need it, quickly. so, we're trying to do it as swiftly as possible"" @ivankatrump with @davidwebbshow re: #ppp #americaworkstogether https://t.co/wig4b5edzg",2020-04-10 01:08:38-04:00
"the @teamtrump online campaign is 🔥🔥🔥!  since going all-virtual march 13:  ❗️276k new volunteers ❗️13,347,694 volunteer calls to voters ❗️all trump online programs top 1 million viewers each  huge numbers sleepy joe can’t touch.  people motivated to re-elect @realdonaldtrump!",2020-04-10 01:06:03-04:00
trump vs establishment - part 2!  #sleepyjoe loves... ✅ china ✅ open borders ✅ free healthcare for illegals ✅ big government socialism ✅ destroying american energy  ✅ forgetting all the words https://t.co/qvvt3kgqkn,2020-04-10 01:05:40-04:00
"what is joe biden doing with his hand here?  it looks like biden’s teleprompter went down during his coronavirus press briefing today, and his staff forgot to put a copy of his speech at the podium. https://t.co/yvbz1qjk2r",2020-04-10 01:04:37-04:00
"ag barr on durham probe:  ""he is looking to bring to justice people who were engaged in abuses if he can show that they were criminal violations  ""we're going to get to the bottom of it. and if people broke the law &amp; we can establish that w/the evidence, they will be prosecuted."" https://t.co/hrreltomin",2020-04-10 01:04:30-04:00
dem establishment got the candidate they wanted with biden &amp; his policies are right in line w/ socialist bernie -- bad for america!  ❌raise taxes on the middle class ❌eliminate the oil and gas industry -- including the jobs they support ❌free healthcare for illegal immigrants https://t.co/allnt3zcqu,2020-04-10 01:01:16-04:00
team trump communications director @timmurtaugh on how important the #paycheckprotectionprogram is for american small businesses https://t.co/anh7pkji2q,2020-04-10 01:00:34-04:00
"as the cdc continues to study the spread of the covid-19, they recommend people wear cloth face coverings in public settings where social distancing measures can be difficult to maintain. remember, this does not replace the importance of social distancing. https://t.co/ef3o33cuvs",2020-04-10 01:00:26-04:00
breaking: democrats block mcconnell’s effort to get unanimous support for $250 billion in additional small business aid  https://t.co/pftqw6m0ee,2020-04-10 00:58:26-04:00
.@realdonaldtrump and @senatemajldr are fighting to help small businesses across this country. #covid19 #americaworkstogether https://t.co/axihsh5fgk,2020-04-10 00:53:42-04:00
"house minority leader kevin mccarthy said it's “disgusting” that dems are pushing to include money for mail-in voting in the next coronavirus relief bill, dismissing the idea as unnecessary despite the pandemic.  the story &gt;&gt; https://t.co/wqbvlbi8cz",2020-04-10 00:51:32-04:00
"just like @cnn did earlier today, here's @nytimes once again changing a headline to protect their close personal friends in the democrat party. https://t.co/tlnhs0xzmm",2020-04-10 00:50:36-04:00
100% mail in voting is ripe for fraud. states should maintain the responsibility for their voting laws.  democrats want to use 100% mail in voting to upend states rights over their own elections.  republicans want to make sure those who can legally vote do so and do so once. https://t.co/eaupedk8dy,2020-04-10 00:48:21-04:00
"today i joined @potus, @vp, &amp; @secondlady on a call w mental health professionals. americans are enduring many hardships because of #covid19 &amp; we owe a debt of gratitude to those providing mental health services in this time of need.",2020-04-10 00:47:13-04:00
"president @realdonaldtrump just announced: “student loan payments have been waived for 6 months, and we'll discuss it after that. may go further.""  cnn is not airing this. https://t.co/3bsiwx6gv0",2020-04-10 00:46:48-04:00
“the republican convention is going to be such a benefit for the city. it’s going to show everyone around the world that charlotte is open for business again.” #rncinclt #ncpol https://t.co/ih25vzcs1t,2020-04-10 00:46:22-04:00
"the wall street journal always “forgets” to mention that the ratings for the white house press briefings are “through the roof” (monday night football, bachelor finale, according to @nytimes) &amp; is only way for me to escape the fake news &amp; get my views across. wsj is fake news!",2020-04-10 00:36:42-04:00
great news: prime minister boris johnson has just been moved out of intensive care. get well boris!!!,2020-04-10 00:36:40-04:00
"on national former prisoner of war recognition day, we honor the more than 500,000 american warriors captured while protecting our way of life. we pay tribute to these patriots for their unwavering and unrelenting spirit! https://t.co/koi7qd1pzx",2020-04-10 00:36:18-04:00
"new transcripts show that james comey’s fbi sought dirt on the trump campaign less than two weeks before the 2016 election.   the information received cleared potus of wrongdoing, but the fbi failed to update their bogus #fisa application!   wow. https://t.co/8psexf9n5s",2020-04-10 00:35:56-04:00
"superheroes exist in real life, for we walk among them!   shout out to all the dedicated health professionals and sailors across the world who are on the front lines of the #covid19 response. we are more thankful for you than words can say. #worldhealthday https://t.co/h0stwc0pug",2020-04-10 00:31:56-04:00
an international cargo plane landed at louisville international airport with crucial medical supplies destined for critical locations to help in the fight against #coronavirus. @fema continues to schedule flights that bring supplies to where they’re needed most. https://t.co/fdfzklemrl,2020-04-10 00:30:58-04:00
"multiple #projectairbridge flights arrived in chicago, il today &amp; included:   • 49m+ gloves • 507k+ gowns • 8.7m+ masks   the supplies will be first distributed to counties with the greatest #covid19 needs. 52 additional flights are scheduled &amp; more are added daily. https://t.co/2hbabdj6ca",2020-04-10 00:30:30-04:00
"fernanda brooks, navy facilities mid-atlantic architect, assists wayne miller, @norfolkdistrict structural engineer, in a site assessment in western virginia for potential use as an alternate care facility. the district continues to work with the state and @fema. #covid19 https://t.co/hvbkd53c6v",2020-04-10 00:28:55-04:00
"we're working with partners to get medical supplies where they are needed by:  🔹 making the best use of supplies at hand 🔹 identifying foreign &amp; domestic supplies, speeding deliveries 🔹 enhancing current and new manufacturing capabilities 🔹 distributing ppe to ""hot spots"" https://t.co/efg4vrl1ra",2020-04-10 00:28:51-04:00
"nj national guard aids in medical care: col. stephen mckenzie, a physician assistant with joint task force-57 (jtf-57), talks about the mission of the national guard assisting with the field medical station @ the meadowlands exposition center. @usnationalguard @govmurphy https://t.co/8k6owkddhd",2020-04-10 00:28:15-04:00
"this morning, 450,000 protective suits landed in dallas, texas. this was made possible because of the partnership of two great american companies—dupont and fedex—and our friends in vietnam. thank you! @dupont_news @fedex https://t.co/8yhg6tynqw",2020-04-10 00:27:57-04:00
time-lapse footage shows efforts to convert sites at suny old westbury into an alternate care facility.1020 beds for various patients will be used to ease the burden on the new york hospital system. https://t.co/ge0lh7qsji,2020-04-10 00:27:28-04:00
"the new york district, in conjunction with state, federal and local partners, is constructing an alternate care facility for approximately 1,000 patients in climate-controlled tents at stony brook u #usace #dod #usarmy https://t.co/d5imj468kh",2020-04-10 00:27:00-04:00
"....we will always be there for our great farmers, cattlemen, ranchers, and producers!",2020-04-09 20:42:29-04:00
"i have directed @secretarysonny to expedite help to our farmers, especially to the smaller farmers who are hurting right now. i expect secretary purdue to use all of the funds and authorities at his disposal to make sure that our food supply is stable, strong, and safe....",2020-04-09 20:42:28-04:00
"project air bridge—a sweeping operation to keep doctors and nurses supplied with protective equipment—has completed more than 24 flights, with 49 scheduled. https://t.co/yshtrvj0bu",2020-04-09 19:41:08-04:00
"""let me begin by expressing my sincere gratitude to the american people. millions of americans are making profound and difficult sacrifices in their own lives because they know it will save the lives of countless others."" https://t.co/8qs6yxpfjw",2020-04-09 19:40:51-04:00
"the wall street journal always “forgets” to mention that the ratings for the white house press briefings are “through the roof” (monday night football, bachelor finale, according to @nytimes) &amp; is only way for me to escape the fake news &amp; get my views across. wsj is fake news!",2020-04-09 15:35:00-04:00
great news: prime minister boris johnson has just been moved out of intensive care. get well boris!!!,2020-04-09 14:39:20-04:00
.@oann  a key coronavirus model is now predicting far fewer deaths than the number shown in earlier models. that’s because the american people are doing a great job. social distancing etc. keep going!,2020-04-09 11:08:05-04:00
"absentee ballots are a great way to vote for the many senior citizens, military, and others who can’t get to the polls on election day. these ballots are very different from 100% mail-in voting, which is “ripe for fraud,” and shouldn’t be allowed!",2020-04-08 19:34:27-04:00
"to date, we've shipped out more than 8,000 ventilators, have an additional 10,000 ready to go, and 2,200 more will be available on monday. https://t.co/0vhi9f8do6",2020-04-08 18:59:34-04:00
white house news conference at 5:30 p.m. eastern. thank you!,2020-04-08 16:37:12-04:00
"extraordinary times require even closer cooperation between friends. thank you india and the indian people for the decision on hcq. will not be forgotten! thank you prime minister @narendramodi for your strong leadership in helping not just india, but humanity, in this fight!",2020-04-08 14:11:51-04:00
can’t see aoc plus 3 supporting sleepy joe!,2020-04-08 12:12:24-04:00
"wow, bernie is unwilling to give up his delegates, and wants more of them! what’s that all about?",2020-04-08 12:09:38-04:00
"bernie sanders is out! thank you to elizabeth warren. if not for her, bernie would have won almost every state on super tuesday! this ended just like the democrats &amp; the dnc wanted, same as the crooked hillary fiasco. the bernie people should come to the republican party, trade!",2020-04-08 11:49:28-04:00
flattening of the curve!,2020-04-08 11:26:20-04:00
"once we open up our great country, and it will be sooner rather than later, the horror of the invisible enemy, except for those that sadly lost a family member or friend, must be quickly forgotten. our economy will boom, perhaps like never before!!!",2020-04-08 10:52:56-04:00
"...the fake news media into not covering them, but that effort failed because the ratings are through the roof according to, of all sources, the failing new york times, “monday night football, bachelor finale” type numbers (&amp; sadly, they get it $free). trump derangement syndrome!",2020-04-08 10:42:25-04:00
"the radical left democrats have gone absolutely crazy that i am doing daily presidential news conferences. they actually want me to stop! they used to complain that i am not doing enough of them, now they complain that i “shouldn’t be allowed to do them.” they tried to shame.....",2020-04-08 10:42:24-04:00
"voicing joy and excitement from behind face masks, tens of thousands of people flee wuhan after a 76-day travel ban is lifted on the chinese city where the #coronavirus pandemic first emerged https://t.co/1rn2f5vsvr https://t.co/uopz10uep8",2020-04-08 08:26:15-04:00
the last restrictions on movement have been lifted in the central chinese city where the coronavirus pandemic began. people are going outdoors and by the thousands boarded the first trains and planes leaving wuhan. https://t.co/tgqn0h36ci,2020-04-08 08:25:58-04:00
"republicans should fight very hard when it comes to state wide mail-in voting. democrats are clamoring for it. tremendous potential for voter fraud, and for whatever reason,  doesn’t work out well for republicans. @foxandfriends",2020-04-08 08:20:48-04:00
“the number of new yorkers admitted to hospitals has dropped.” @ainsleyearhardt @foxandfriends  good news!,2020-04-08 08:07:27-04:00
white house news conference at 5:30 p.m. eastern. thank you!,2020-04-07 17:03:47-04:00
"wisconsin, get out and vote now for justice daniel kelly. protect your 2nd amendment!",2020-04-07 11:26:45-04:00
"why didn’t the i.g., who spent 8 years with the obama administration (did she report on the failed h1n1 swine flu debacle where 17,000 people died?), want to talk to the admirals, generals, v.p. &amp; others in charge, before doing her report. another fake dossier!",2020-04-07 11:22:46-04:00
"the w.h.o. really blew it. for some reason, funded largely by the united states, yet very china centric. we will be giving that a good look. fortunately i rejected their advice on keeping our borders open to china early on. why did they give us such a faulty recommendation?",2020-04-07 11:04:16-04:00
great job being done by dr. nicole saphier on @foxnews!,2020-04-06 23:39:01-04:00
white house news conference at 5:45 p.m. eastern. thank you!,2020-04-06 17:25:42-04:00
"joe biden wanted the date for the democrat national convention moved to a later time period. now he wants a “virtual” convention, one where he doesn’t have to show up. gee, i wonder why? also, what ever happened to that phone call he told the fake news he wanted to make to me?",2020-04-06 11:34:27-04:00
"advertising in the failing new york times is way down. washington post is not much better. i can’t say whether this is because they are fake news sources of information, to a level that few can understand, or the virus is just plain beating them up. fake news is bad for america!",2020-04-06 10:02:22-04:00
president @realdonaldtrump expressed america's well wishes to prime minister boris johnson for a speedy recovery. https://t.co/c3afuuuvyv,2020-04-06 09:18:34-04:00
starting tonight!   @teamtrump #warroomweekly  following the @realdonaldtrump covid-19 update!!   #kag2020 🇺🇸 https://t.co/fgnwsiwngb,2020-04-06 09:18:01-04:00
"take a look back and rt what the liberal media and joe biden said about president trump's aggressive, early response to the #coronavirus.   thank god @realdonaldtrump is the one in charge during this scourge! https://t.co/d6otmwrgmb",2020-04-06 09:17:46-04:00
"advertising in the failing new york times is way down. washington post is not much better. i can’t say whether this is because they are fake news sources of information, to a level that few can understand, or the virus is just plain beating them up. fake news is bad for america!",2020-04-06 09:08:58-04:00
"breaking: coronavirus outbreak. good news on multiple fronts  us today now at 23,373, yesterday at this time was 30,571. also, over 5,000 new recovered yesterday  italy, spain and iran steadily decreasing over more than a week. italy and spain have fewest deaths in over a week https://t.co/pwphalfi2i",2020-04-06 08:45:16-04:00
so dumbfounded that the democrats would rather revert to subpoenas than find solutions to the unprecedented crisis we are working through.   https://t.co/6pqn62bpmr,2020-04-06 08:32:45-04:00
i don't know anyone in the last three years who has done more to help vladimir putin and russia with their efforts to sow the seeds of discord in american elections and american election security than adam schiff. https://t.co/yl2hpxth5d,2020-04-06 08:31:29-04:00
light at the end of the tunnel!,2020-04-06 07:55:14-04:00
usa strong!,2020-04-06 07:54:33-04:00
"for humanitarian reasons, the passengers from the two coronavirus stricken cruise ships have been given medical treatment and, when appropriate, allowed to disembark, under strict supervision. very carefully done. people we’re dying &amp; no other countries would allow them to dock!",2020-04-06 07:49:57-04:00
.@gayletrotter  “to this day the establishment media have not admitted that they were wrong and the president was right.” @foxnews,2020-04-06 07:40:45-04:00
white house news conference at 6:45 p.m. eastern. thank you!,2020-04-05 18:19:59-04:00
"we are learning much about the invisible enemy. it is tough and smart, but we are tougher and smarter!",2020-04-05 15:35:34-04:00
".@gayletrotter said ""president trump disrupts the media narrative so cnn and msnbc don't want to cover it live and straight without commentary,"" when in reality the president is winning at these briefings by taking ""gotcha"" questions and giving a forceful response. #mediabuzz",2020-04-05 12:27:42-04:00
".@gayletrotter said ""the establishment media have not admitted that they were wrong and the president was right"" for banning travel from china. ""the media called him xenophobic"" and continue to deny the president credit for positive actions. #mediabuzz",2020-04-05 12:27:00-04:00
"parts of florida, including miami, are becoming a major epicenter of #covid19 spread; with cases doubling every 3.5 to 4 days. https://t.co/wyjsstjh2e",2020-04-05 12:21:14-04:00
"encouraging signs #covid19 spread may be slowing in many cities, especially northeast. mitigation is working. new cases are nonetheless still building nationally; and southeast, new orleans, sunbelt, southern california, detroit, among others; remain areas of significant concern. https://t.co/2wrb6tyher",2020-04-05 12:21:03-04:00
"absolutely sickening that the washington post published this puff piece glorifying a vicious anti-semite.   not only did they refuse to actually address her long record of anti-semitism, but the only mention is paragraph dismissing it by pointing to fringe groups defending her. https://t.co/wc23yc4hvy",2020-04-05 12:19:38-04:00
"thank you to everyone who is saving lives by staying at home this weekend.   i know it's tough, but if we all work together and follow the guidance we will beat #coronavirus.  #stayhomesavelives",2020-04-05 12:17:23-04:00
"palm sunday is the beginning of a holy week for many people of faith and a great day to lift our voices in prayer. i will be tuning into pastor @greglaurie at @harvestorg church in riverside, california tomorrow at 11:00 a.m. eastern. https://t.co/2etakszvt4",2020-04-05 10:59:01-04:00
"psalm 33:18-20 ""but the lord watches over those who fear him, those who rely on his unfailing love.   he rescues them from death and keeps them alive in times of famine.   we put our hope in the lord. he is our help and our shield. "" #coronaencouragement",2020-04-05 10:58:05-04:00
where do you go when the storms of life are greater than what you can endure and when the winds and the waves are crushing your dreams? you go to the one whom the winds and waves obey. his name is jesus.,2020-04-05 10:57:08-04:00
"“and the multitudes that went before, and that followed, cried, saying, hosanna to the son of david: blessed is he that cometh in the name of the lord; hosanna in the highest.”  matthew 21:9 🌿 https://t.co/epxowwpknr",2020-04-05 10:55:15-04:00
"breaking: joe rogan says ""i'd vote for trump over biden. ""   liberal heads explode in 3...2...1...",2020-04-04 22:40:55-04:00
joe rogan on the 2020 election: “this is the real issue with the democratic party. they’ve essentially made us all morons with this joe biden thing. … i’d rather vote for trump than [biden]. i don’t think he can handle anything.” https://t.co/2g93jaim2x,2020-04-04 22:39:40-04:00
"throughout the #coronavirus crisis, most of the media is doing what they do best: looking bad.  president @realdonaldtrump is reaching for hope and ""journalists"" just want to shoot him down!  https://t.co/yrlxwktcwz",2020-04-04 22:26:36-04:00
“every decision that we’re making is made to save lives. it’s really our sole consideration.” -- @realdonaldtrump https://t.co/n1opriujwz,2020-04-04 22:25:20-04:00
"“we’ve got to get this country open again,” @realdonaldtrump said in response to more questions about need for more aggressive anti-covid measures.",2020-04-04 22:25:11-04:00
it took two months for joe biden to finally admit that president @realdonaldtrump's decision to restrict travel from china was the right call.  catch up joe! https://t.co/xue0gpjhh2,2020-04-04 22:25:01-04:00
thread https://t.co/whnpojb9oy,2020-04-04 22:01:47-04:00
didn’t @realdonaldtrump say something about that? https://t.co/t7bkqowx3o,2020-04-04 22:01:34-04:00
from @usatoday: 'fact check: did the obama administration deplete the federal stockpile of n95 masks?' verdict: 'true.' https://t.co/nml59cjezl https://t.co/ihwcdg9xok,2020-04-04 21:58:19-04:00
president @realdonaldtrump knows more than anyone that small business are the backbone of our economy.   today is the first day to sign up for the #paycheckprotectionprogram   visit https://t.co/x2ml4iny7y to fill out an application.  president trump has your back! 🇺🇸 https://t.co/t8abgwc8zo,2020-04-04 21:57:36-04:00
"thank you to our doctors, nurses, medical professionals, and the food supply workers who are feeding our nation. 🇺🇸 https://t.co/c8nnku3crv",2020-04-04 18:41:42-04:00
"....we will get through this together, and bats will be swinging before you know it. in the meantime, take care of mom and dad, and know that this will not be forever! @littleleagueceo",2020-04-04 15:40:07-04:00
"to all of our youth who are missing the start of their @littleleague seasons, hang in there! we will get you back out on the fields, and know that you will be playing baseball soon....",2020-04-04 15:40:06-04:00
"the paycheck protection program is up and running! the program is open to nonprofits as well, so banks be sure to sign up our great religious and veteran organizations that need help!",2020-04-04 15:19:53-04:00
"america owes our very hard working food supply workers so much as they produce and deliver high quality food for us during this horrible covid-19. join me in thanking our farmers, ranchers, processors, distributors and stores! @johnboozman",2020-04-04 15:10:23-04:00
i will be holding a news conference at 3:30 p.m. at the white house. thank you!,2020-04-04 13:09:23-04:00
.@cnn is fake news. they will take a good story and make it as bad as is humanly possible. they are a joke!,2020-04-04 13:07:39-04:00
our surgeon general @jeromeadamsmd is a very good communicator. 👏🏻👏🏻👏🏻,2020-04-04 11:56:35-04:00
"i started #walkaway w no money. no political connections. no media contacts. only an idea 2 create a movement 2 free ppl from the lies&amp;manipulation of dems. the success of our movement is thanks 2 relentless hard work &amp; you, the grassroots. black/brown/white/straight/gay-#wa is🇺🇸 https://t.co/z3iwksqg1r",2020-04-04 11:56:19-04:00
"extraordinary interview with rep. ⁦@jim_jordan⁩ about fisa abuses, fbi failures and where john durham might end up.  https://t.co/aucp8phtnl",2020-04-04 11:27:24-04:00
congrats sharyl for getting this correction . it was a shameful and erroneous attack. https://t.co/ga9i5tjbqd,2020-04-04 11:26:15-04:00
mueller’s hidden evidence: translator exonerated don jr. in trump tower meeting. belatedly released fbi memos debunk once and for all one of the most cited false media narratives of russia collusion. https://t.co/ykc7fqpomt,2020-04-04 11:25:29-04:00
"exclusive: @realdonaldtrump's campaign has been quietly calling local restaurants and ordering large amounts of food to be delivered to hospitals in an effort to feed doctors,nurses&amp; first responders and support local restaurants #coronavirus #covid19   https://t.co/6a3zfe5qez",2020-04-04 11:15:40-04:00
🤦‍♀️ @speakerpelosi is setting up a new house committee to investigate president trump in the midst of the #covid19 pandemic.   just what a weary nation reeling from an unprecedented crisis needs. another investigation. https://t.co/djmtixv3sl  #nope #shutitdown #iwpol #coronavirus https://t.co/dsxfmy1uj2,2020-04-04 11:13:44-04:00
"i will immediately ask congress for more money to support small businesses under the #ppploan if the allocated money runs out. so far, way ahead of schedule. @bankofamerica &amp; community banks are rocking! @sbagov @ustreasury",2020-04-04 11:09:33-04:00
great reconnecting with president kaljulaid of estonia.  her leadership and innovativeness is truly admirable! https://t.co/frfyxemuna,2020-04-04 09:48:47-04:00
i couldn’t agree more! our national parks are national treasures. this legislation will ensure they are preserved and protected for generations to come.   thank you @realdonaldtrump and @ivankatrump for supporting this bipartisan effort to #protectourparks! https://t.co/7azoyhqypc,2020-04-04 09:46:39-04:00
proud co-sponsor of this important conservation legislation that helps keep west virginia #wildandwonderful. #lwcf https://t.co/qsvthhvgxy,2020-04-04 09:46:31-04:00
farmers feed america!   thank you to all the nation’s unsung heroes! 🇺🇸 https://t.co/vxmtolipre,2020-04-04 09:44:20-04:00
pentacampeón de las grandes ligas de béisbol (mlb) y co-presidente de @fitnessgov @marianorivera tiene el siguiente mensaje (https://t.co/gyyaelyrnj) para ti sobre covid-19. #togetherapart #juntosaparte @ivankatrump https://t.co/79idndxbuy,2020-04-04 09:29:46-04:00
my oped on how we are supporting america’s great small businesses and workers during the #covid19 health care crisis: https://t.co/vnpgdsl0ck,2020-04-04 09:28:32-04:00
"effective immediately, brooks brothers will produce 150,000 masks per day to protect those on the frontlines battling the spread of #covid19.   thank you claudio delvecchio for answering the @whitehouse’s call to action!   https://t.co/ifl2ly5wqs",2020-04-04 09:28:07-04:00
listen to coach belichick.  shelter in place and save lives! #togetherapart https://t.co/q07xa4cjac,2020-04-04 09:26:52-04:00
love this @benioff 👏👏👏 https://t.co/0jn0me1go3,2020-04-04 09:25:46-04:00
"""the states should know how many ventilators they have in their state…this is a time of crisis, and you're seeing certain people are better managers than others.” -jared kushner https://t.co/ojvebpqplb",2020-04-04 09:24:30-04:00
"#ppploan update $400,000,000 originated. thank you #communitybank #largebanks @sbagov @ustreasury #caresact #smallbusinessrelief",2020-04-04 09:23:55-04:00
"bill withers, one of the absolute all-time greats has passed.   there is no more appropriate time to reflect on his words than now as we lean on each other.   https://t.co/amtwuduqv7",2020-04-04 09:23:38-04:00
please share - fees are fraud   #smallbusinessrelief @sbagov https://t.co/3iuthlbady,2020-04-04 09:23:26-04:00
"latest: day 1  #paycheckprotectionprogram numbers: 6,820 loans valued at more than $2,200,000,000.   are you a small business owner?   let @sbagov help you keep your doors open + workers paid. find information here: https://t.co/tbycj5njcl",2020-04-04 09:22:39-04:00
"our nation’s small businesses are the backbone of our economy &amp; we are working hard to get them quick relief thru the #paycheckprotectionprogram.  thank you to @sbajovita, @stevenmnuchin1,the @whitehouse &amp; our teams for their incredible efforts in getting $2b+ out the door today! https://t.co/nqzpdy71yb",2020-04-04 09:21:38-04:00
"update – at least 9,970 loans have been processed; $3,200,000,000+ originated. #caresact &amp; #paycheckprotectionprogram offers small businesses forgivable loans for 8 weeks of payroll + operating expenses. all hands-on deck @sbagov @ustreasury #communitybanks #locallenders",2020-04-04 09:21:19-04:00
our hearts go out to the communities hardest hit by the coronavirus—and we salute the great medical professionals on the front lines. https://t.co/3zyvwok7ww,2020-04-03 19:50:50-04:00
great job being done by @bankofamerica and many community banks throughout the country. small businesses appreciate your work!,2020-04-03 14:49:51-04:00
"great news this week regarding the keystone xl pipeline – moving forward with fantastic paying construction jobs for hardworking americans. promises made, promises kept! #maga",2020-04-03 13:14:22-04:00
"highly respected justice daniel kelly is running for the supreme court in the great state of wisconsin. justice kelly has been doing a terrific job upholding the rule of law and defending your #2a. tough on crime, loves our military and our vets. he has my complete endorsement!",2020-04-03 13:12:57-04:00
🚨stay vigilant 🚨  there’s no fee to apply for a #paycheckprotectionprogram loan. be aware of fraudulent actors who may charge people to assist with obtaining one.   👉 learn about #covid19 guidance and loan resources for your #smallbusiness: https://t.co/yg2n17kf63,2020-04-03 12:45:27-04:00
#covid19 update: small businesses can now apply for the #paycheckprotectionprogram. the program is designed to keep small business workers employed &amp; provide small businesses with capital through the nation’s banks &amp; other lending institutions. apply here: https://t.co/jvwdcxtdp4,2020-04-03 12:45:10-04:00
we hit 3m hard today after seeing what they were doing with their masks. “p act” all the way. big surprise to many in government as to what they were doing - will have a big price to pay!,2020-04-02 20:52:35-04:00
".@sbajovita: ""the president has put the nation's 30 million small businesses front and center in the response effort."" https://t.co/o0t2yqmsmi",2020-04-02 20:15:06-04:00
.....could be as high as 15 million barrels. good (great) news for everyone!,2020-04-02 10:54:55-04:00
"just spoke to my friend mbs (crown prince) of saudi arabia, who spoke with president putin of russia, &amp; i expect &amp; hope that they will be cutting back approximately 10 million barrels, and maybe substantially more which, if it happens, will be great for the oil &amp; gas industry!",2020-04-02 10:32:08-04:00
“the states have to get the money to the people who need it.” @mariabartiromo  and fast!,2020-04-02 10:12:56-04:00
💯   great idea! https://t.co/5lyusm1f3e,2020-04-02 09:28:02-04:00
mr. president  with total respect and recognizing you are doing more than any president has .. please have @stevenmnuchin1 and @larry_kudlow consider my #plan2020 (which i briefed you on).  the economy needs a lifeline- from the consumer up.  #plan2020 is that lifeline. https://t.co/sbquwmukpd,2020-04-02 09:27:54-04:00
"great to hear! ca’s gov newsom about @realdonaldtrump  “let me just be candid with you. i’d be lying to you to say that he hasn’t been responsive to our needs, he has.""  ""the fact is every time i've called the president he's quickly gotten on the line."" https://t.co/x8enylmuzo",2020-04-02 09:26:50-04:00
".@realdonaldtrump doesn’t care if you’re a democrat or a republican.   he has shown he is willing to work with everyone, and that’s why you are seeing governors in both parties praise the administration’s efforts to beat this virus. https://t.co/coc3cwveyz",2020-04-02 09:26:07-04:00
"“the last time america faced an economic downturn, michigan suffered mightily. @realdonaldtrump is working overtime to make sure that we don’t face the same fate as a result of the unprecedented coronavirus pandemic.” https://t.co/ib4u2hmlao",2020-04-02 09:25:35-04:00
"a big thanks to all the workers of ups, usps, amazon, etc. who are still going to work every day risking their health to make sure people get their packages in this time of dire need #thanksfordelivering",2020-04-02 09:21:07-04:00
"....have been stocked up and ready long before this crisis hit. other states are thrilled with the job we have done. sending many ventilators today, with thousands being built. 51 large cargo planes coming in with medical supplies. prefer sending directly to hospitals.",2020-04-02 09:17:22-04:00
"massive amounts of medical supplies, even hospitals and medical centers, are being delivered directly to states and hospitals by the federal government. some have insatiable appetites &amp; are never satisfied (politics?). remember, we are a backup for them. the complainers should...",2020-04-02 09:17:21-04:00
"...it wouldn’t matter if you got ten times what was needed, it would never be good enough. unlike other states, new york unfortunately got off to a late start. you should have pushed harder. stop complaining &amp; find out where all of these supplies are going. cuomo working hard!",2020-04-02 08:57:41-04:00
"somebody please explain to cryin’ chuck schumer that we do have a military man in charge of distributing goods, a very talented admiral, in fact. new york has gotten far more than any other state, including hospitals &amp; a hospital ship, but no matter what, always complaining.....",2020-04-02 08:57:41-04:00
